highway,geometry,historic,name,name:ca,wikidata,wikipedia,barrier,addr:city,addr:housename,addr:housenumber,addr:postcode,addr:street,entrance,man_made,material,date,wheelchair,fee,name:de,name:fr,name:it,name:ru,name:zh,tourism,description,height,operator,start_date,website,access,building:material,disused,building,military,reservation,ruins,bunker_type,name:es,opening_hours,phone,ele,architect:wikidata,architect:wikipedia,archaeological_site,megalith_type,site_type,source,amenity,bottle,image,image:0,image:1,name:en,historic:civilization,note,wikimedia_commons,level,nodes,surface,government,name:etymology:wikidata,architect,castle_type,contact:email,contact:fax,contact:phone,end_date,name:ko,old_name,area,name:ja,name:pl,addr:province,fee:conditional,alt_name,building:levels,building:levels:underground,designation,roof:orientation,roof:shape,opening_hours:url,stars,contact:website,layer,heritage,heritage:operator,name:he,ref:whc,whc:inscription_date,network,building:shape,building:height,protection_title,protection_title:category,ref:bic,brand,rooms,building:architecture,capacity,ref,bridge,wall,building:use,check_date,ref:ipac,disused:building,construction_year,year_of_construction,brand:wikidata,brand:wikipedia,min_height,ways,office,type,construction_date,building:part,artwork_type,building:colour,email,fixme,facebook,twitter,information
,"POLYGON ((2.1756845 41.3832947, 2.1758608 41.383438, 2.1759127 41.3834802, 2.1760001 41.3835519, 2.1761851 41.383424, 2.1763917 41.3832827, 2.1764377 41.3832526, 2.176436 41.3832507, 2.1764379 41.3832492, 2.1764549 41.3832375, 2.1764715 41.383226, 2.1765878 41.3831453, 2.1766275 41.3831207, 2.1769521 41.38292, 2.1769094 41.3828825, 2.1769056 41.3828837, 2.1768131 41.3828004, 2.1767086 41.3827078, 2.1767115 41.3827054, 2.1766676 41.3826672, 2.1764803 41.3827898, 2.1764577 41.3828041, 2.1764493 41.3827983, 2.1764181 41.3828051, 2.1763286 41.3828245, 2.1763131 41.3828341, 2.1762104 41.3828977, 2.1761704 41.3829224, 2.1761574 41.3829341, 2.1761379 41.3829516, 2.176071 41.3830173, 2.1760546 41.3830335, 2.1759584 41.3831022, 2.1757823 41.383226, 2.1756845 41.3832947), (2.1761005 41.3832106, 2.1761949 41.3831327, 2.1761508 41.3831018, 2.1762638 41.3829979, 2.1764207 41.3831298, 2.1763103 41.3832097, 2.1762822 41.3831912, 2.1760227 41.3833912, 2.1759276 41.3833125, 2.1760454 41.3832155, 2.176072 41.3832343, 2.1761005 41.3832106), (2.1763236 41.3829518, 2.1764367 41.3828819, 2.1765158 41.3829507, 2.176403 41.3830216, 2.1763236 41.3829518))",castle,Palau de la Generalitat de Catalunya,Palau de la Generalitat de Catalunya,Q599118,ca:Palau de la Generalitat de Catalunya,,,,,,,,,,,,,,,,,,attraction,,,,,,,,,palace,,,,,Palacio de la Generalidad de Cataluña,,,,,,,,,,,,,,,,,,,,"[[[6052867518, 4418178418, 437519891, 6052868006, 6052867551, 4418178416, 6052868004, 2604943949, 437519893, 6052868022], [6052868019, 2264354516, 6061555841, 6052867518], [6052868014, 6052868026, 6052868019], [6052868030, 6061555838, 437519902, 6061542474, 3887644895, 2264362949, 6052868015, 2264354521, 6052868014], [3884108069, 6052868030], [6052868022, 3884108063, 6052868020, 6061555840, 437519896, 6061555839, 4418178417, 437519900, 6052868013, 6052868031, 6052868012, 3884108069], [2264362923, 2264362931, 2264362934, 2264362922, 2264362924, 2264362918, 2264362907, 2264362914], [2264362914, 2264362919, 6052868011], [6052868011, 2264362926, 2264362923], [2264362911, 2264362903, 2264362895, 2264362904, 2264362911]]]",,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[37427927, 643118292, 643118291, 643118323, 643118324, 643118330, 217132903, 643118327, 643118318, 217132905]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1770008 41.3841174, 2.1770815 41.3841821, 2.1771647 41.3842485, 2.1772079 41.3842187, 2.1771897 41.384204, 2.1771714 41.384189, 2.1772972 41.3840998, 2.1773993 41.3840273, 2.1774347 41.3840021, 2.1774088 41.3839808, 2.1773156 41.3839042, 2.1772203 41.383826, 2.1770769 41.3839263, 2.1769231 41.3840345, 2.1769665 41.3840705, 2.1769998 41.3840983, 2.1770129 41.3841091, 2.1770008 41.3841174), (2.1771133 41.3840069, 2.1771485 41.3839812, 2.1771852 41.3839561, 2.1772624 41.384018, 2.1772258 41.3840438, 2.1771904 41.3840688, 2.1771133 41.3840069))",castle,Arxiu de la Corona d'Aragó,Arxiu de la Corona d'Aragó,Q3571546,ca:Arxiu de la Corona d'Aragó,,Barcelona,Palau del Lloctinent,2-4,,Carrer dels Comtes,,,,,,,,,,,,attraction,,,,,,,,,palace,,,,,,,,,,,,,,,library,,,,,,,,,,"[[[2544790045, 6053180202, 2208253458, 3105500796, 2544790047, 2264354560, 6053180203, 6053180206, 2264354575, 6053180204, 2544790052, 2544790040, 6053180205, 437528364, 2544790042, 2544790044, 3105503692, 2544790045], [2264354582, 4207680927, 2264354579, 2264354570, 4207680926, 2264354576, 2264354582]]]",,,,,palace,,,,,,Arxiu Reial de Barcelona,,,,,,Palau del Lloctinent,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[247585485, 217132059]",government,multipolygon,,,,,,,,,
,"POLYGON ((2.1643718 41.3634407, 2.1643804 41.3634374, 2.1658611 41.3638071, 2.1658861 41.363841, 2.1659042 41.3638811, 2.1659142 41.3639312, 2.1659162 41.3639536, 2.1659006 41.3640331, 2.1657198 41.3640172, 2.1657062 41.3640203, 2.1656984 41.3640257, 2.1656903 41.3640343, 2.1656895 41.3640497, 2.1656978 41.3640587, 2.1656937 41.364062, 2.1656991 41.3640742, 2.1657148 41.3640728, 2.1657207 41.3640696, 2.1666087 41.3644596, 2.1666093 41.3644682, 2.1666244 41.3644703, 2.1666311 41.3644621, 2.1666239 41.3644543, 2.1667632 41.3640811, 2.1667758 41.3640805, 2.1667778 41.3640692, 2.1667654 41.3640639, 2.1667572 41.3640695, 2.1665785 41.3639702, 2.1667685 41.3637235, 2.1667943 41.3637329, 2.1668432 41.3636721, 2.1668376 41.3636655, 2.1668201 41.3636583, 2.1670148 41.3634078, 2.167214 41.3634666, 2.1672136 41.3634772, 2.1672297 41.3634802, 2.1672391 41.3634721, 2.1672324 41.363462, 2.1676108 41.3631807, 2.1669202 41.3629788, 2.1668026 41.3630629, 2.1652792 41.3622569, 2.1652288 41.3624777, 2.165172 41.3626749, 2.1653322 41.3627827, 2.1650101 41.3632113, 2.1647852 41.3631507, 2.1643782 41.3634218, 2.1643646 41.3634219, 2.16436 41.3634337, 2.1643718 41.3634407), (2.1648439 41.3632156, 2.1648457 41.363168, 2.1648816 41.3631775, 2.1648522 41.3632157, 2.1649091 41.363231, 2.1649099 41.3631853, 2.1649447 41.363195, 2.1649177 41.3632353, 2.164975 41.3632512, 2.1649738 41.3632028, 2.1650101 41.3632123, 2.164984 41.3632531, 2.1650383 41.3632683, 2.1651968 41.3630573, 2.1651373 41.3630438, 2.1651676 41.3630034, 2.1652047 41.3629539, 2.1652496 41.3629865, 2.1654087 41.3627758, 2.1653657 41.362748, 2.1653337 41.3627818, 2.1653079 41.3627647, 2.1653575 41.3627423, 2.1653194 41.3627167, 2.1652874 41.3627512, 2.1652605 41.3627331, 2.1653129 41.3627123, 2.1652727 41.3626857, 2.1652416 41.3627206, 2.1652145 41.3627019, 2.1652666 41.362682, 2.1652644 41.3626804, 2.1652388 41.3626629, 2.1652609 41.3625833, 2.165197 41.3625974, 2.1652058 41.3625719, 2.1652632 41.362576, 2.1652911 41.3624788, 2.1652503 41.3624477, 2.1652411 41.3624407, 2.1652867 41.3622943, 2.1652814 41.3622865, 2.1652885 41.3622794, 2.1653014 41.3622809, 2.1653024 41.3622922, 2.1653957 41.3623408, 2.1654086 41.3623474, 2.1660393 41.3626756, 2.1667123 41.3630247, 2.1668109 41.3630786, 2.1669292 41.3629945, 2.1675746 41.3631807, 2.1675831 41.363179, 2.1675905 41.3631842, 2.1675864 41.3631928, 2.1675683 41.3631918, 2.167455 41.3632827, 2.1673937 41.3633218, 2.1673454 41.3633594, 2.1673315 41.3633702, 2.1673179 41.3633808, 2.167288 41.3634041, 2.1672543 41.3633759, 2.1672153 41.3634055, 2.1672276 41.3634614, 2.1672173 41.3634633, 2.1672011 41.3634109, 2.1671687 41.3634013, 2.1671717 41.3634528, 2.1671364 41.3634426, 2.1671575 41.3633982, 2.167113 41.363385, 2.1671078 41.3634345, 2.167074 41.3634242, 2.1671046 41.3633825, 2.1670539 41.3633676, 2.1670464 41.3634163, 2.1670153 41.3634073, 2.1670444 41.3633653, 2.1669835 41.3633468, 2.166735 41.3636685, 2.1664921 41.363983, 2.1665486 41.3640139, 2.1665787 41.3639715, 2.1666087 41.3639877, 2.1665549 41.3640175, 2.1665983 41.3640412, 2.1666306 41.3640007, 2.1666627 41.3640182, 2.166605 41.3640446, 2.1666483 41.3640684, 2.1666852 41.3640309, 2.1667174 41.3640488, 2.1666561 41.3640721, 2.1666852 41.3640888, 2.1667567 41.364071, 2.1667592 41.3640753, 2.1667615 41.3640792, 2.166689 41.3641002, 2.1665813 41.3643856, 2.1666189 41.3644531, 2.1666136 41.3644544, 2.1666099 41.3644554, 2.166567 41.3643857, 2.1659875 41.3641312, 2.165849 41.3640704, 2.1657174 41.3640619, 2.1657168 41.3640702, 2.165701 41.3640731, 2.1656955 41.3640625, 2.1657002 41.36406, 2.1657082 41.3640552, 2.1657044 41.3640471, 2.1657044 41.3640369, 2.1657088 41.3640296, 2.1657177 41.3640263, 2.1658514 41.364039, 2.1658504 41.3640549, 2.1658793 41.3640573, 2.1658793 41.3640624, 2.1659065 41.3640614, 2.1659053 41.364034, 2.1659196 41.3639835, 2.1659176 41.3639564, 2.1659588 41.363969, 2.1659804 41.3639624, 2.1659768 41.3639232, 2.165916 41.36393, 2.1659106 41.3639027, 2.1659751 41.3639153, 2.1659601 41.3638628, 2.1659057 41.3638805, 2.1658943 41.363853, 2.1659579 41.3638536, 2.1659288 41.363801, 2.1658802 41.3638297, 2.1658633 41.3638063, 2.1659227 41.3637925, 2.1659034 41.3637672, 2.1650129 41.3635445, 2.1650276 41.3635973, 2.1649911 41.3635877, 2.1650045 41.3635425, 2.1649261 41.3635257, 2.1649248 41.3635713, 2.1648863 41.3635619, 2.1649166 41.3635259, 2.1648318 41.3635053, 2.1648192 41.3635448, 2.1647827 41.3635348, 2.1648223 41.3635032, 2.1644952 41.3634186, 2.164384 41.3634349, 2.1643821 41.3634267, 2.1644951 41.3634061, 2.1647986 41.3632033, 2.1648439 41.3632156))",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[[[3890466777, 3890466781, 3890466780, 3890466847, 3890466849, 3890466858, 3890466865, 3890466866, 3890466891, 3890466883, 3890466886, 3890466887, 3890466893, 3890466900, 3890466904, 3890466909, 3890466924, 3890466921, 3890466916, 3890466944, 3890466947, 3890466948, 3890466946, 3890466942, 3890466927, 3890466926, 3890466914, 3890466912, 3890466915, 3890466872, 3890466835, 3890466838, 3890466828, 3890466826, 3890466825, 3890466766, 3890466789, 3890466793, 3890466794, 3890466791, 3890466786, 3890466580, 3890466562, 3890466566, 3890460731, 3890460738, 3890460745, 3890466561, 3890466596, 3890466577, 3890466772, 3890466773, 3890466777], [3890466593, 3890466764, 3890466775, 3890466779, 3890466769, 3890466799, 3890466808, 3890466811, 3890466800, 3890466804, 3890466812, 3890466815, 3890466803, 3890466809, 3890466816, 3890466817, 3890466810, 3890466843, 3890466844, 3890466846, 3890466848, 3890466845, 3890466851, 3890466850, 3890466857, 3890466854, 3890466861, 3890466860, 3890466864, 3890466863, 3890466868, 3890466870, 3890466867, 3890466875, 3890466892, 3890466906, 3890466910, 3890466903, 3890466901, 3890466895, 3890466888, 3890466889, 3890466894, 3890466898, 3890466902, 3890466905, 3890466911, 3890466923, 3890466917, 3890466908, 3890466918, 3890466930, 3890466940, 3890466943, 9202844898, 3890466941, 3890466939, 3890466929, 3890466925, 9202844899, 3890466919, 3890466928, 3890466920, 3890466899, 3890466890, 3890466913, 3890466897, 3890466885, 3890466879, 3890466896, 3890466884, 3890466876, 3890466873, 3890466882, 3890466874, 4551528520, 3890466641, 3890466649, 3890466765, 3890466768, 3890466651, 3890466758, 3890466774, 3890466778, 3890466759, 3890466760, 3890466782, 3890466783, 3890466761, 3890466767, 3890466787, 3890466785, 3890466763, 3890466655, 3890466762, 3890466757, 3890466653, 3890466647, 3890466630, 3890466617, 3890466588, 3890466589, 3890466585, 3890466582, 3890466583, 3890466563, 3890466568, 3890611330, 3890460746, 3890611236, 3890611232, 3890460735, 3890460733, 3890460732, 3890460734, 3890460736, 3890460737, 3890611270, 3890460739, 3890460741, 3890460740, 3890460743, 3890460742, 3890460744, 3890611315, 3890460747, 3890460749, 3890460752, 3890460748, 3890460750, 3890460753, 3890466557, 3890460751, 3890460755, 3890466558, 3890466560, 3890460756, 3890466559, 3890611329, 3890611328, 771329546, 3890611331, 3890611332, 3890466612, 3890466608, 3890466597, 3890466594, 3890466607, 3890466605, 3890466592, 3890466586, 3890466604, 3890466601, 3890466581, 3890466579, 3890466599, 3890466593]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[385708593, 385708587]",,multipolygon,,,,,,,,,
,"POLYGON ((2.212237 41.4057936, 2.2122148 41.4058084, 2.2121684 41.4057695, 2.2121027 41.4058135, 2.2122939 41.405974, 2.2124083 41.4058973, 2.2123256 41.4058279, 2.2123206 41.4058298, 2.2122961 41.4058327, 2.212272 41.4058284, 2.2122519 41.4058175, 2.2122389 41.4058016, 2.212237 41.4057936))",yes,Casa de les Vàlvules,Casa de les Vàlvules,,,,,,,,,,,brick,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,"[[[4908723925, 4908723924, 4908723923, 4908723922, 4908723921, 4908723520, 4908723519], [4908723925, 4908723936, 4908723935, 4908723934, 4908723933, 4908723941, 4908723519]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[499616421, 499616420]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1715194 41.3846619, 2.1716453 41.3846579, 2.1717639 41.3846542, 2.171802 41.3845812, 2.1719458 41.3843061, 2.1719661 41.3842636, 2.1719301 41.3842511, 2.1719194 41.3842476, 2.1718896 41.3842377, 2.1718838 41.3842358, 2.1718598 41.3842771, 2.1717976 41.3843848, 2.1715362 41.38432, 2.1714836 41.3844037, 2.1716077 41.3844305, 2.1715887 41.3844749, 2.1715684 41.3845223, 2.1715651 41.3845302, 2.171546 41.3845747, 2.1715449 41.384578, 2.1715212 41.3846542, 2.1715194 41.3846619), (2.1716399 41.3845403, 2.1716587 41.3845, 2.1717444 41.3845229, 2.1717244 41.3845617, 2.1716399 41.3845403))",castle,Palau Savassona,Palau Savassona,Q43115346,ca:Palau Savassona,,,,,,,,,,,,,,,,,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,"[[[4914495880, 7671885784, 7671887493, 2262898984, 677380232, 2262898986, 2262898982], [2264344203, 7671887487, 7671887556, 7671887648, 4914495880], [2264344203, 7671887661, 2264344206, 2501113947], [2501113947, 3887644975, 3887644980, 3887644983], [2262898982, 4914495882, 7671887519, 7671887522, 7671887513, 3887644983], [7671887530, 7671887525, 7671887524, 7671887531, 7671887530]]]",,,,,palace,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[500380643, 500380642, 500380638, 500380640, 500380644, 821647205]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1771972 41.3844836, 2.1772261 41.3845077, 2.17728 41.3844729, 2.1773796 41.3844088, 2.1773077 41.3843552, 2.1773421 41.3843282, 2.1773229 41.3843122, 2.1772916 41.3842872, 2.1772079 41.3842187, 2.1771647 41.3842485, 2.1770815 41.3841821, 2.1770008 41.3841174, 2.1769358 41.3841624, 2.1768594 41.3842152, 2.1768913 41.3842443, 2.1768785 41.3842538, 2.17685 41.3842742, 2.1769142 41.3843261, 2.1769434 41.3843065, 2.1771285 41.384455, 2.1771472 41.3844417, 2.1771972 41.3844836))",castle,Palau Reial Major,Palau Reial Major,Q1116546,ca:Palau Reial Major,,Barcelona,,4,,Plaça de Sant Iu,,,,,,,,,,Большой Королевский дворец на Placa del Rei,,museum,,,,,,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,"[[[2544790032, 3889098324, 2264354607, 3889098325], [2544790032, 6053179060, 437528363, 2544872661, 2544790058, 437528364, 2544790042, 2544790044, 3105503692, 6053180201, 2208253461, 1784479352, 6053180227, 2264354594, 2264354598, 2264354597, 2264354604, 2264354603, 3889098325]]]",,,,,palace,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[503929431, 643162800]",,multipolygon,,,,,,,,,
,"MULTIPOLYGON (((2.1834057 41.386274, 2.1837614 41.3860107, 2.1835625 41.3858594, 2.1832068 41.3861228, 2.1833065 41.3861986, 2.1834057 41.386274)), ((2.1840482 41.3858013, 2.184404 41.3855379, 2.1842051 41.3853867, 2.1838493 41.38565, 2.1840482 41.3858013)))",archaeological_site,Jaciment del Born,Jaciment del Born,Q17151024,ca:Jaciment del Born,,,,,,,,,,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,city,,city,,,,,,,,,,,,"[[[4943450102, 4943450101, 4943450100, 4943450099, 4943450102], [4943450106, 6330655037, 4943450105, 4943450104, 4943450103, 4943450106]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[504146877, 504146878]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1784523 41.3829841, 2.1784181 41.3830131, 2.1783357 41.3830806, 2.1783176 41.3830953, 2.1784714 41.3832152, 2.1784367 41.3832401, 2.178448 41.3832489, 2.1784684 41.383235, 2.1784845 41.3832473, 2.1784642 41.3832618, 2.1785118 41.3832995, 2.1785153 41.3832977, 2.1785467 41.3833276, 2.1785609 41.383318, 2.1785637 41.3833204, 2.178578 41.3833107, 2.1785653 41.3832987, 2.1785822 41.3832868, 2.1786049 41.3832713, 2.1786662 41.3832251, 2.1787136 41.3831895, 2.1787228 41.3831808, 2.1787537 41.3831548, 2.1786605 41.3830789, 2.1786253 41.3830556, 2.1785383 41.3829984, 2.1784816 41.3829611, 2.1784523 41.3829841), (2.1785672 41.3831154, 2.1785169 41.3831596, 2.1784895 41.383142, 2.1785435 41.383098, 2.1785672 41.3831154))",castle,Palau Moxó,Palau Moxó,Q21281785,ca:Palau Moxó,,,,,,,,,,,,,,,,,,,,,,,,,,,apartments,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6052329172, 6052329528, 6052329151, 6052329177, 6052329172], [5924253707, 5924253698, 5924253697, 6052329165, 5924253699, 6052329112, 6052329642, 6052329652, 6052329615, 6052329524, 5924253700, 5924253701, 5924253702, 5924253703, 5924253706, 5924253705, 5924253704, 6052329127, 6052329496, 6052329495, 6052329596, 2264372329, 2264372333, 2264372337, 6052329491, 6052329494, 6052329493, 5924253707]]]",,,,,palace,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[643045189, 627581100]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1779281 41.3839399, 2.1779161 41.3839285, 2.1779027 41.3839379, 2.1778505 41.3838939, 2.1778681 41.383883, 2.1777821 41.3838236, 2.1777782 41.3838208, 2.1776519 41.3839037, 2.1775783 41.3839524, 2.1775441 41.3839798, 2.1776245 41.3840425, 2.1776373 41.3840523, 2.1776084 41.384077, 2.1776417 41.3841038, 2.177628 41.384114, 2.1776152 41.3841236, 2.1776401 41.3841428, 2.1776603 41.3841585, 2.1776984 41.3841299, 2.1777054 41.3841348, 2.1777434 41.3841071, 2.1777672 41.3841259, 2.1778239 41.384089, 2.1778012 41.384069, 2.177835 41.3840464, 2.1778898 41.3840097, 2.1779152 41.3840293, 2.1779746 41.3839927, 2.1779449 41.3839698, 2.1779686 41.383953, 2.1779522 41.3839406, 2.1779394 41.3839296, 2.1779281 41.3839399), (2.1778013 41.3840082, 2.1777715 41.3840274, 2.1776817 41.3839524, 2.1777601 41.3838998, 2.1778512 41.3839736, 2.1778013 41.3840082))",castle,Casa Padellàs,Casa Padellàs,Q14924660,ca:Casa Padellàs,,,,,,,,,,,,,,,,,,,,,,,,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6053179065, 6053181330, 6053181397, 6053180223, 6053179084, 6053181396, 6053180228, 6053180234, 6053180214, 6053180235, 2264354573, 6053180213, 437528362, 1400554752, 1400554754, 6053180212, 2544790036, 6053181395, 2264354588, 3105500797, 3105500798, 2264354585, 2264354586, 2264354584, 2264354583, 6053180208, 2264354578, 2264354581, 3105500795, 3105500793, 6053180246, 6053180249, 6053179065], [6053181388, 6053179071, 6053181394, 6053181392, 6053181391, 6053181388]]]",,,,,palace,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[643162808, 643162824]",,multipolygon,,,,,,,,,
,"POLYGON ((2.1494007 41.4060451, 2.1493882 41.4060631, 2.1493222 41.4060375, 2.1493336 41.406019, 2.1493082 41.4060091, 2.1492549 41.4060848, 2.1495295 41.4061942, 2.1495748 41.406162, 2.1496198 41.4061299, 2.1494007 41.4060451), (2.1494991 41.4061154, 2.1494864 41.4061335, 2.1494546 41.4061208, 2.1494166 41.4061067, 2.1494216 41.4060991, 2.1493882 41.4060859, 2.1494009 41.406068, 2.1494347 41.4060808, 2.1494298 41.4060883, 2.1494673 41.4061031, 2.1494991 41.4061154))",yes,Cases Ramos,Cases Ramos,Q17063430,ca:Cases Ramos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6058084921, 6058084746, 2355309321, 5888488488, 6058084738, 6058084740, 6058084806, 6058084933, 6058085376, 6058084921], [6058084790, 6058085072, 6058085271, 6058084792, 6058084794, 6058084795, 6058084925, 6058085274, 6058085075, 6058084798, 6058084790]]]",,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[226771828, 643863689]",,multipolygon,,yes,,,,,,,
,"POLYGON ((2.1771847 41.3815127, 2.1771763 41.3815054, 2.1770544 41.3813994, 2.1769735 41.3814511, 2.1769319 41.3814776, 2.1768399 41.3815363, 2.1769636 41.3816367, 2.1770812 41.3817325, 2.1772804 41.3815925, 2.1772374 41.3815585, 2.1771868 41.3815146, 2.1771847 41.3815127), (2.1771069 41.3815652, 2.1770472 41.3816051, 2.1769699 41.3815414, 2.1770304 41.3814997, 2.1771069 41.3815652))",castle,Palau Centelles,Palau Centelles,Q18005307,ca:Palau Centelles,,,,,,,,,,,,,,,,,,,,,,,,,,,palace,,,,,,,,,,,,,,,,,,,,,,,,,"[[[6064402636, 6064402753, 6064402625, 6064402510, 6064402782, 6064401153, 6064402544, 6064402779, 2264399519, 3884074334, 6064402732, 6064402636], [6064402741, 6064402547, 6064402743, 6064402363, 6064402741]]]",,,,,palace,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[645018861, 645018887]",,multipolygon,,,,,,,,,
